game_id,play_id,nfl_id,player_name,position,ttb,target_ttb,catch_window,shadow,closest
2023090700,101,54527,Bryan Cook,FS,6.68980993560319,2.7456112459384006,0.34093364377108726,0.0,False
2023090700,101,46137,Justin Reid,SS,3.086544889709488,2.7456112459384006,0.34093364377108726,1.0017474202652772,True
2023090700,101,52546,L'Jarius Sneed,CB,4.128591829994854,2.7456112459384006,0.34093364377108726,0.0,False
2023090700,101,53487,Nick Bolton,MLB,4.088292309974765,2.7456112459384006,0.34093364377108726,0.0,False
2023090700,101,54486,Trent McDuffie,CB,9.006236497226602,2.7456112459384006,0.34093364377108726,0.0,False
2023090700,194,44888,Alex Anzalone,OLB,1.8682736042292727,0.8494648325222225,0.3004174745632664,0.0,False
2023090700,194,55910,Brian Branch,SS,2.3794079889224586,0.8494648325222225,0.3004174745632664,0.0,False
2023090700,194,47888,C.J. Gardner-Johnson,SS,4.549510106455697,0.8494648325222225,0.3004174745632664,0.0,False
2023090700,194,44906,Cameron Sutton,CB,4.928705603851888,0.8494648325222225,0.3004174745632664,0.0,False
2023090700,194,53953,Jerry Jacobs,CB,2.216191416522196,0.8494648325222225,0.3004174745632664,0.0,False
2023090700,194,54562,Kerby Joseph,FS,5.140338163430534,0.8494648325222225,0.3004174745632664,0.0,False
2023090700,194,54653,Malcolm Rodriguez,ILB,1.1498823070854889,0.8494648325222225,0.3004174745632664,0.7183912971437838,True
2023090700,219,44888,Alex Anzalone,OLB,1.5635530767865085,0.5739623771346387,0.8790258969244666,0.0,False
2023090700,219,55910,Brian Branch,SS,4.617747090058022,0.5739623771346387,0.8790258969244666,0.0,False
2023090700,219,47888,C.J. Gardner-Johnson,SS,5.743036440455239,0.5739623771346387,0.8790258969244666,0.0,False
2023090700,219,44906,Cameron Sutton,CB,7.587708919604572,0.5739623771346387,0.8790258969244666,0.0,False
2023090700,219,53542,Derrick Barnes,MLB,3.0412261894063874,0.5739623771346387,0.8790258969244666,0.0,False
2023090700,219,53953,Jerry Jacobs,CB,1.4529882740591054,0.5739623771346387,0.8790258969244666,0.1105648027274031,True
2023090700,219,54562,Kerby Joseph,FS,2.6267947949456554,0.5739623771346387,0.8790258969244666,0.0,False
