nfl_id,player_name,position,plays,total_shadow,avg_shadow,times_closest
54488,Kaiir Elam,CB,52,17.984982272088175,0.34586504369400334,13
56081,Dee Winters,OLB,30,8.60958873524038,0.28698629117467933,11
55888,Deonte Banks,CB,333,87.94481291614305,0.26409853728571486,86
53437,Jaycee Horn,CB,97,24.897220612959075,0.25667237745318633,26
54815,Josh Jobe,CB,117,29.131788359108207,0.24898964409494193,28
55956,Dorian Williams,OLB,64,15.276685843396542,0.23869821630307098,19
55881,Christian Gonzalez,CB,84,19.93002099880334,0.2372621547476588,24
46823,Mike Ford,CB,68,16.069356200422334,0.23631406177091668,19
55880,Emmanuel Forbes,CB,203,47.455516185735235,0.23377101569327702,54
47793,Devin Bush,MLB,59,13.767680745981723,0.2333505211183343,14
46775,J.C. Jackson,CB,221,51.475792411060084,0.2329221376066067,61
55181,Tre Avery,CB,135,31.058755116137313,0.23006485271212823,36
52518,Darnay Holmes,CB,50,11.373827410751705,0.2274765482150341,13
55932,Drew Sanders,OLB,54,12.26683393019675,0.22716359129993982,13
54701,Deane Leonard,CB,84,19.0411278566354,0.2266800935313738,18
42393,Ronald Darby,CB,189,42.80263824306667,0.22646898541305116,43
55137,Darrell Baker Jr.,CB,186,42.0608966981288,0.22613385321574625,45
54622,Zyon McCollum,CB,337,75.57150498800682,0.22424778928191935,72
54687,Montaric Brown,CB,208,46.45782260222506,0.22335491635685123,48
53589,Shaun Wade,CB,142,31.66900978418878,0.22302119566330128,30
46211,D.J. Reed,CB,329,72.70623087465236,0.22099158320563028,72
53883,Dicaprio Bootle,CB,67,14.666170586745904,0.2188980684588941,14
54708,Jaylen Watson,CB,175,38.28931429145685,0.21879608166546768,35
54568,Leo Chenal,OLB,80,17.148061261403292,0.21435076576754114,17
46073,Denzel Ward,CB,223,47.74393400958368,0.21409835878737077,50
47963,Corey Ballentine,CB,185,39.26365520256609,0.21223597406792483,43
53531,Ambry Thomas,CB,224,47.12236780186124,0.21036771340116625,51
55921,Tyrique Stevenson,CB,393,82.28316343875025,0.2093719171469472,94
43299,Eli Apple,CB,215,44.661462626788634,0.20772773314785412,56
56068,Amari Burney,OLB,30,6.228099014974035,0.2076033004991345,6
53503,Benjamin St-Juste,CB,419,86.91545118495884,0.20743544435551037,94
47890,Anthony Nelson,OLB,31,6.207485177393933,0.20024145733528814,7
44902,Shaquill Griffin,CB,198,39.541139241642874,0.19970272344264078,43
55978,Clark Phillips III,CB,146,28.780987974568284,0.1971300546203307,29
44937,Jalen Reeves-Maybin,OLB,41,8.076457419047237,0.19698676631822531,8
54503,Arnold Ebiketie,OLB,37,7.203896522330411,0.19469990600893003,11
52476,Ashtyn Davis,SS,73,14.201094155247395,0.194535536373252,17
44878,Ahkello Witherspoon,CB,443,86.15222794707341,0.1944745551852673,89
52459,Trevon Diggs,CB,38,7.324282753717114,0.19274428299255564,6
56045,Kei'Trel Clark,CB,181,34.76039018063995,0.192046354589171,36
53668,Jonathon Cooper,OLB,41,7.8586141830971785,0.1916735166609068,11
45571,Michael Davis,CB,380,71.47805615524726,0.18810014777696646,86
55909,Julius Brents,CB,197,37.01021083099243,0.1878690905126519,47
55906,BJ Ojulari,OLB,39,7.324328532469282,0.18780329570434057,8
53028,Khalil Dorsey,CB,35,6.559119743305492,0.18740342123729978,8
54632,DaRon Bland,CB,366,67.89170727631378,0.18549646796807043,78
44893,Fabian Moreau,CB,315,58.126369785494695,0.1845281580491895,67
46698,Levi Wallace,CB,314,57.847834630379126,0.18422877270821378,62
52417,C.J. Henderson,CB,123,22.451458841667893,0.18253218570461702,22
53565,Marco Wilson,CB,250,45.441222560425686,0.18176489024170275,59
44839,Tre'Davious White,CB,71,12.85424520386582,0.1810457070967017,12
52506,Malik Harrison,ILB,30,5.387519175972231,0.17958397253240768,4
46757,Charvarius Ward,CB,415,74.28136814625121,0.17899124854518364,86
56097,Carrington Valentine,CB,272,48.42284547261665,0.17802516717873768,49
47862,David Long,CB,65,11.550542561443068,0.17770065479143182,17
54600,Joshua Williams,CB,134,23.741654108677757,0.17717652319908775,23
47817,Rock Ya-Sin,CB,106,18.77679042009102,0.17713953226500964,19
44830,Adoree' Jackson,CB,303,53.47132551192944,0.1764730214915163,70
52570,Khaleke Hudson,ILB,122,21.500742708252126,0.17623559596927973,27
53533,Brandon Stephens,CB,444,78.14057180887522,0.17599227884881807,86
55869,Devon Witherspoon,CB,333,58.49292046837006,0.1756544158209311,67
41257,Bradley Roby,CB,137,23.822772385510962,0.1738888495292771,29
56033,Owen Pappoe,ILB,33,5.667412882769928,0.17173978432636144,7
43986,Antonio Hamilton,CB,188,32.26007372152393,0.17159613681661665,33
54535,Chad Muma,MLB,57,9.777347014650122,0.1715324037657916,11
55967,Mekhi Blackmon,CB,203,34.690171203296394,0.17088754287338126,39
42816,Troy Hill,CB,197,33.47535525323454,0.16992566118393168,42
52527,Mykal Walker,ILB,103,17.319149037098658,0.16814707803008405,23
52546,L'Jarius Sneed,CB,339,56.861358084498555,0.16773261971828482,64
43327,Xavien Howard,CB,282,47.27289495300095,0.1676343792659608,61
52482,Zack Baun,ILB,35,5.865636867376467,0.16758962478218478,7
53596,Nate Hobbs,CB,285,47.64005822519629,0.16715809903577647,67
52547,Amik Robertson,CB,245,40.79069282097227,0.16649262375907048,52
54653,Malcolm Rodriguez,ILB,47,7.773049936733146,0.16538404120708822,14
56117,Alex Austin,CB,71,11.724709102231797,0.1651367479187577,16
53487,Nick Bolton,MLB,125,20.582588914412433,0.16466071131529947,25
53462,Tyson Campbell,CB,258,42.3043840415956,0.16397048078137827,53
55925,DJ Turner II,CB,349,57.189682497627985,0.16386728509348994,63
53583,Michael Carter II,CB,260,42.59443769902513,0.16382476038086588,53
54533,Martin Emerson,CB,316,51.53498053144116,0.16308538142861126,59
55970,Kelee Ringo,CB,63,10.24698618468269,0.1626505743600427,10
52685,Tyler Hall,CB,65,10.555080810477445,0.16238585862272992,10
38540,Stephon Gilmore,CB,372,60.054431230372764,0.1614366430923999,73
52835,Michael Hoecht,OLB,154,24.853422217172067,0.16138585855306536,33
55969,Jakorian Bennett,CB,138,22.217430138283703,0.1609958705672732,28
52424,A.J. Terrell,CB,394,63.01110151924787,0.15992665360215197,76
44911,Rasul Douglas,CB,370,59.12820438214443,0.15980595778957954,68
47816,Byron Murphy,CB,339,54.06306378462177,0.15947806426142114,70
54618,Riq Woolen,CB,341,54.27762018818727,0.1591719067102266,64
53953,Jerry Jacobs,CB,316,50.032392038239344,0.15833035455139033,68
56353,Starling Thomas V,CB,156,24.686131349411465,0.15824443172699657,36
54525,Cam Taylor-Britt,CB,269,42.18705858722436,0.15682921407890096,52
54514,Alontae Taylor,CB,377,58.87720692237973,0.15617296265883218,76
56030,Terell Smith,CB,175,27.252440109339844,0.15572822919622767,39
52469,Kristian Fulton,CB,232,35.98514672027978,0.15510839103568871,41
46672,Tavierre Thomas,FS,139,21.4739225416892,0.15448865137905898,25
46124,Donte Jackson,CB,309,47.395426673038614,0.1533832578415489,58
42441,Steven Nelson,CB,418,64.0648852548725,0.15326527572936002,73
39984,Darius Slay,CB,387,59.30069457598772,0.15323176893020082,71
42361,Marcus Peters,CB,260,39.59574877513241,0.15229134144281695,46
54580,Damarri Mathis,CB,155,23.51267145497176,0.1516946545482049,31
53455,Greg Newsome II,CB,282,42.71677180028936,0.15147791418542325,55
47877,Jamel Dean,CB,306,46.254269069724444,0.151157742057923,56
53438,Pat Surtain II,CB,443,66.6023283097367,0.15034385622965396,81
53601,Deommodore Lenoir,CB,424,62.8675390808342,0.14827249783215612,71
45395,Arthur Maulet,CB,180,26.597180169527732,0.14776211205293185,37
54583,Akayleb Evans,CB,335,49.41756648965522,0.14751512384971707,60
43351,James Bradberry,CB,464,68.35855471282092,0.1473244713638382,84
52844,Christian Rozeboom,ILB,215,31.631540492865145,0.14712344415286113,40
54662,Gregory Junior,CB,34,4.964641047339875,0.14601885433352574,5
54540,Christian Harris,OLB,253,36.74378743070798,0.14523236138619755,48
54679,Ja'Sir Taylor,CB,250,36.127686060011,0.144510744240044,42
53566,Tre Brown,CB,244,35.258754547466644,0.1445030924076502,42
46168,Isaac Yiadom,CB,225,32.473332001949665,0.14432592000866518,42
44872,Chidobe Awuzie,CB,299,42.98108320092739,0.14374944214356986,49
52525,D.J. Wonnum,OLB,49,7.029540124591907,0.14346000254269198,12
55166,Juanyeh Thomas,FS,61,8.724018087618669,0.14301668996096178,13
54877,Jack Cochrane,MLB,61,8.704012028181722,0.14268872177347086,11
52495,Anfernee Jennings,OLB,43,6.125172252623143,0.14244586634007309,9
53819,Ar'Darius Washington,FS,50,7.068124054610638,0.14136248109221275,9
44888,Alex Anzalone,OLB,381,53.65589508716032,0.14082912096367536,65
52991,Myles Bryant,S,359,50.540466504932134,0.14078124374632905,61
43314,Artie Burns,CB,101,14.208147253402899,0.14067472528121683,19
46215,Tre Flowers,CB,69,9.64662340597551,0.13980613631848565,14
54500,Roger McCreary,CB,342,46.90610762187982,0.13715236146748486,61
54969,Ja'Quan McMillian,CB,293,40.006633360770735,0.13654141078761342,51
46456,Darious Williams,CB,465,63.422060730863144,0.13639152845346914,82
46157,Oren Burks,OLB,105,14.32029196274375,0.13638373297851192,25
56086,Jaylon Jones,CB,308,41.91842694249631,0.13609878877433867,55
53476,Asante Samuel,CB,455,61.435080305730295,0.13502215451808855,70
53854,Nick McCloud,CB,131,17.673473897008176,0.13491201448097845,22
46110,Harold Landry III,OLB,69,9.25043365275926,0.13406425583709072,16
