nfl_id,player_name,position,plays,total_shadow,avg_shadow,times_closest
46073,Denzel Ward,CB,21,10.729177269764326,0.5109132033221108,8
46211,D.J. Reed,CB,31,9.304578411088213,0.300147690680265,8
52424,A.J. Terrell,CB,27,8.869320020838718,0.3284933341051377,6
47931,Dre Greenlaw,ILB,34,8.856209994536759,0.2604767645451988,10
55881,Christian Gonzalez,CB,26,7.935343351035983,0.305205513501384,8
53533,Brandon Stephens,CB,32,7.7035061815244,0.2407345681726375,7
52624,Kam Curl,SS,18,7.411025532350824,0.4117236406861569,6
42393,Ronald Darby,CB,26,7.158609635182063,0.2753311398146947,9
46142,Jerome Baker,OLB,21,6.911779138835948,0.329132339944569,5
55137,Darrell Baker Jr.,CB,21,6.828693699793385,0.3251758904663517,7
44911,Rasul Douglas,CB,29,6.666739123361242,0.22988755597797386,5
46137,Justin Reid,SS,25,6.585381681326968,0.26341526725307873,7
53601,Deommodore Lenoir,CB,30,5.737294799897815,0.19124315999659383,9
53531,Ambry Thomas,CB,22,5.727325502020562,0.260332977364571,4
52452,Grant Delpit,SS,22,5.671850624374294,0.25781139201701336,5
45571,Michael Davis,CB,37,5.589887433097331,0.1510780387323603,6
54980,Dallis Flowers,CB,25,5.585103750707761,0.22340415002831043,5
44869,Zach Cunningham,MLB,32,5.529080767552993,0.17278377398603104,8
43327,Xavien Howard,CB,23,4.980361361652869,0.21653745050664647,6
48027,Kaden Elliss,ILB,26,4.973112601358976,0.19127356159072986,5
54533,Martin Emerson,CB,23,4.9576330714106405,0.21554926397437568,4
38588,Lavonte David,ILB,35,4.9412011202752115,0.14117717486500606,9
53565,Marco Wilson,CB,23,4.899246534996756,0.21301071891290244,7
54583,Akayleb Evans,CB,24,4.784595758668149,0.19935815661117287,4
46902,Robert Spillane,ILB,26,4.687820859978557,0.18030080230686757,4
46456,Darious Williams,CB,31,4.670157920153393,0.15065025548881913,5
54514,Alontae Taylor,CB,20,4.659887939298062,0.2329943969649031,6
46139,Fred Warner,MLB,33,4.261211430689888,0.12912761911181478,6
44839,Tre'Davious White,CB,13,4.221544067498466,0.3247341590383436,3
53487,Nick Bolton,MLB,22,4.214048010247321,0.1915476368294237,5
46132,Carlton Davis III,CB,38,4.206857482907435,0.11070677586598514,9
47804,Darnell Savage,FS,20,4.155968532914073,0.20779842664570367,3
46775,J.C. Jackson,CB,23,4.151911572017896,0.1805178944355607,9
39984,Darius Slay,CB,38,4.039441971608258,0.10630110451600679,4
55925,DJ Turner II,CB,11,3.9836404696234746,0.3621491336021341,3
47816,Byron Murphy,CB,24,3.974654958410914,0.16561062326712142,6
54468,Derek Stingley Jr.,CB,13,3.9107729507625613,0.300828688520197,2
46194,Avonte Maddox,CB,33,3.851522858779739,0.11671281390241633,7
53953,Jerry Jacobs,CB,33,3.8093805062303234,0.1154357729160704,8
42441,Steven Nelson,CB,13,3.7882631974629897,0.2914048613433069,3
44888,Alex Anzalone,OLB,27,3.6576373712472954,0.13546805078693686,4
47881,Quincy Williams,OLB,30,3.6453133131898983,0.1215104437729966,5
44926,Rayshawn Jenkins,SS,29,3.559221600368554,0.12273177932305358,6
42361,Marcus Peters,CB,27,3.5128100491651155,0.13010407589500428,3
53462,Tyson Campbell,CB,31,3.4828464630775304,0.11234988590572678,7
52436,Patrick Queen,ILB,26,3.48127001419399,0.13389500054592268,6
53438,Pat Surtain II,CB,23,3.474004246868148,0.15104366290731078,5
53596,Nate Hobbs,CB,24,3.4526478704811043,0.1438603279367127,4
52473,Logan Wilson,MLB,20,3.416574370796883,0.17082871853984416,6
43351,James Bradberry,CB,35,3.386240721230947,0.09674973489231277,5
46711,Ryan Neal,SS,36,3.3182036757230566,0.09217232432564046,4
38577,Bobby Wagner,MLB,26,3.3163637083935793,0.12755245032282997,6
55921,Tyrique Stevenson,CB,23,3.238016267701504,0.14078331598702193,3
54580,Damarri Mathis,CB,23,3.210106999505301,0.13956986954370873,4
52458,Jaylon Johnson,CB,23,3.206113276263628,0.13939622940276644,5
48026,Nick Scott,FS,20,3.2012144444695565,0.16006072222347784,4
46304,Zaire Franklin,MLB,23,3.200317852436329,0.13914425445375345,3
49410,Jalen Thompson,FS,22,3.096891890306061,0.14076781319573006,3
52469,Kristian Fulton,CB,10,3.0953045632820073,0.30953045632820075,3
54523,Troy Andersen,ILB,25,3.078381656765698,0.12313526627062793,5
52444,Xavier McKinney,SS,20,3.012362146731901,0.15061810733659503,4
53465,Jevon Holland,FS,23,2.9937091343497424,0.13016126671085837,2
48268,Azeez Al-Shaair,MLB,19,2.9834071053451634,0.15702142659711385,4
44962,Damontae Kazee,FS,20,2.9756883014653708,0.14878441507326853,4
42368,Shaq Thompson,MLB,10,2.9752931440268817,0.29752931440268815,2
42427,Jordan Hicks,ILB,19,2.9740571175815322,0.1565293219779754,4
55888,Deonte Banks,CB,11,2.940767625973418,0.2673425114521289,3
53509,Divine Deablo,ILB,21,2.9239299697304357,0.1392347604633541,2
38540,Stephon Gilmore,CB,17,2.90980199731379,0.1711648233713994,3
56540,Christian Izien,SS,20,2.8574246570225155,0.14287123285112577,4
38607,Demario Davis,MLB,23,2.8549461320751046,0.12412809269891759,4
53455,Greg Newsome II,CB,21,2.8517788448809247,0.13579899261337736,4
53609,Talanoa Hufanga,SS,35,2.8483037336965698,0.08138010667704484,2
46269,Foye Oluokun,OLB,27,2.83995344672876,0.10518346098995408,8
43404,De'Vondre Campbell,ILB,19,2.830296130640815,0.14896295424425343,2
53503,Benjamin St-Juste,CB,20,2.8156566233077207,0.14078283116538604,2
47891,Julian Love,SS,33,2.7441439502872815,0.08315587728143277,6
54513,Jaquan Brisker,SS,20,2.737249944233753,0.13686249721168764,3
42543,Quandre Diggs,FS,33,2.6828668607682467,0.08129899578085596,3
47788,Devin White,OLB,30,2.680099267044077,0.08933664223480256,2
54469,Sauce Gardner,CB,32,2.639871920268644,0.08249599750839512,7
52844,Christian Rozeboom,ILB,11,2.622865821034537,0.23844234736677608,3
47877,Jamel Dean,CB,37,2.6206020901587497,0.07082708351780405,3
46698,Levi Wallace,CB,23,2.596859382362494,0.11290692966793452,2
48241,Keisean Nixon,CB,22,2.575162330869566,0.11705283322134391,4
48516,T.J. Edwards,OLB,23,2.4603312824022483,0.10697092532183688,3
54936,Kader Kohou,CB,23,2.4370591400096027,0.10595909304389577,3
44830,Adoree' Jackson,CB,19,2.4340870310158778,0.12810984373767778,5
56045,Kei'Trel Clark,CB,23,2.4249920512300385,0.10543443701000167,6
55880,Emmanuel Forbes,CB,12,2.4118703835090316,0.20098919862575262,2
54677,Derion Kendrick,CB,14,2.4072698106519606,0.17194784361799717,3
56074,Tre Hawkins III,CB,17,2.4070487117155634,0.1415911006891508,3
47899,Amani Hooker,SS,18,2.406457908822592,0.13369210604569956,3
54632,DaRon Bland,CB,20,2.376306201447209,0.11881531007236046,3
52493,Julian Blackmon,FS,24,2.37000707084188,0.09875029461841167,4
52272,Dee Alford,CB,27,2.365889353762759,0.08762553162084294,4
42929,Alex Singleton,ILB,18,2.3017878432326864,0.1278771024018159,5
43387,Justin Simmons,FS,23,2.2905892773185856,0.09959083814428633,4
52991,Myles Bryant,S,19,2.2382744514171615,0.11780391849564008,3
52459,Trevon Diggs,CB,17,2.220009180243996,0.13058877530847035,2
52613,Josh Metellus,SS,20,2.214428687072022,0.11072143435360109,3
53554,Camryn Bynum,FS,25,2.202937956421753,0.08811751825687011,2
44823,Marshon Lattimore,CB,23,2.1263172783536044,0.09244857731972193,4
55969,Jakorian Bennett,CB,27,2.1200026312770355,0.07851861597322353,3
43700,Jonathan Jones,CB,17,2.0992501640698538,0.12348530376881493,3
53566,Tre Brown,CB,24,2.0960891049426347,0.08733704603927644,3
44878,Ahkello Witherspoon,CB,17,2.095398155370273,0.12325871502178076,2
41243,C.J. Mosley,ILB,29,2.051631013928011,0.07074589703200039,3
43533,Jayron Kearse,FS,16,2.005220886385243,0.1253263053990777,4
52535,K'Von Wallace,FS,19,1.9981374436044632,0.10516512861076122,3
52594,Alohi Gilman,FS,37,1.9407858323856306,0.05245367114555759,4
42391,Denzel Perryman,ILB,10,1.9149812500625538,0.19149812500625538,1
46259,DeShon Elliott,SS,23,1.9119689848100612,0.08312908629608962,2
45021,Rudy Ford,FS,24,1.8973112360278843,0.07905463483449518,3
54504,Kyler Gordon,CB,13,1.884433923571641,0.144956455659357,3
47871,Cody Barton,ILB,20,1.883772808347241,0.09418864041736205,3
53472,Tre'von Moehrig,SS,26,1.8522837099776437,0.07124168115298629,4
54574,Coby Bryant,FS,26,1.8194571342461083,0.06997912054792724,3
47974,Marcus Epps,SS,27,1.8093351933483681,0.06701241456845808,5
46757,Charvarius Ward,CB,29,1.7929449343677777,0.06182568739199233,3
